10,121283569,30726013
10,121272583,30731506
10,121250610,30753479
10,121261597,30753479
10,121261597,30758971
10,121283569,30742493
10,121283569,30758971
10,121041869,30841370
10,121019897,30879821
10,121008911,30885315
10,121008911,30890808
10,121019897,30885315
10,121019897,30890808
10,121008911,30896301
10,121008911,30901794
10,121019897,30896301
10,121008911,30907288
10,121019897,30907288
10,121019897,30912781
10,121008911,30923766
10,121019897,30923766
10,121019897,30929260
10,121030884,30852356
10,121041869,30868834
10,121041869,30879821
10,121030884,30885315
10,121030884,30890808
10,121041869,30885315
10,121041869,30890808
10,121052856,30885315
10,121063842,30885315
10,121085815,30852356
10,121074829,30863342
10,121074829,30868834
10,121085815,30868834
10,121096802,30863342
10,121074829,30874329
10,121085815,30874329
10,121085815,30885315
10,121096802,30874329
10,121096802,30879821
10,121107787,30874329
10,121030884,30896301
10,121041869,30896301
10,121063842,30929260
10,121063842,30934753
10,121085815,30896301
10,121085815,30923766
10,121074829,30929260
10,121074829,30934753
10,121085815,30934753
10,121096802,30934753
10,121140746,30791931
10,121151733,30786438
10,121140746,30802916
10,121184692,30780945
10,121162720,30786438
10,121173706,30786438
10,121184692,30786438
10,121184692,30791931
10,121195679,30786438
10,121195679,30791931
10,121195679,30797424
10,121173706,30824890
10,121184692,30819397
10,121184692,30824890
10,121195679,30824890
10,121173706,30830383
10,121173706,30846863
10,121184692,30830383
10,121239623,30769958
10,121228637,30786438
10,121239623,30791931
10,121228637,30802916
10,121239623,30797424
10,121239623,30802916
10,121250610,30769958
10,121261597,30764465
10,121250610,30775452
10,121250610,30780945
10,121261597,30775452
10,121250610,30786438
10,121261597,30791931
10,121261597,30797424
10,121272583,30791931
10,121283569,30786438
10,121272583,30797424
10,121283569,30797424
10,121283569,30802916
10,121228637,30813903
10,121228637,30824890
10,121239623,30819397
10,121239623,30824890
10,121217651,30835876
10,121228637,30830383
10,121239623,30830383
10,121239623,30835876
10,121283569,30808411
10,121250610,30830383
10,121261597,30841370
10,121283569,30830383
10,121140746,30852356
10,121151733,30857848
10,121151733,30863342
10,121118774,30879821
10,121118774,30885315
10,121140746,30890808
10,121151733,30885315
10,121173706,30852356
10,121173706,30857848
10,121173706,30874329
10,121173706,30879821
10,121162720,30885315
10,121162720,30890808
10,121173706,30885315
10,121173706,30890808
10,121195679,30874329
10,121195679,30879821
10,121184692,30885315
